timestamp,T1_q0,T2_q0,gate_err_q0,readout_err_q0,T1_q1,T2_q1,gate_err_q1,readout_err_q1,T1_q2,T2_q2,gate_err_q2,readout_err_q2
2025-12-15 00:24:48.992673,80.67666311879806,65.14524473366446,0.0308211904595125,0.03123597991741003,51.02632158530682,49.837326014631365,0.024988414428091348,0.045959340288487006,71.91217500561996,64.7360321340019,0.023684390130070038,0.033435719733948155
2025-12-15 00:34:48.992673,94.80007946879752,84.47592490985843,0.008541426127252677,0.018126189775354462,101.0270526348063,85.41175964895868,0.008318101722659083,0.015378936872454767,104.3290850158991,81.79855749452054,0.009454475904657915,0.020738834274481574
2025-12-15 00:44:48.992673,103.75225597903228,76.40259883357605,0.009171053868328283,0.023975440186624515,97.60958471123088,77.29008299886904,0.010545911509726778,0.019663508299668248,103.56730231222244,82.3119282942516,0.009220388977158496,0.021481168143380747
2025-12-15 00:54:48.992673,104.70282358195607,72.48748271979551,0.011267820755467485,0.020990869836849776,106.54123303439955,85.74128212257995,0.0098003308390091,0.024683559599529448,102.94367811440573,83.95749466042413,0.010145736475656982,0.0182624150464253
2025-12-15 01:04:48.992673,90.24482405673082,65.17735581079174,0.010005986582399911,0.019364798592366818,97.53265895423063,82.71097642862128,0.01114371836527342,0.019439725595586942,99.5079129567111,73.71508162315325,0.010068814991971054,0.015970146643669393
2025-12-15 01:14:48.992673,93.4891024656884,77.28252246033682,0.010680419953736676,0.02149615832320917,103.29742107125948,81.22340962743675,0.0075409852052808046,0.02392099866021205,101.22469613522235,83.22074168575992,0.007903144714930949,0.024874355119699383
2025-12-15 01:24:48.992673,100.63920201583643,92.10207506123702,0.01134015848440438,0.013678422958010937,98.01543079381105,80.72757402667797,0.010714257352542642,0.021055792312455975,105.31754464225763,76.32963265928235,0.011603591819800895,0.027467762507070073
2025-12-15 01:34:48.992673,98.41878703828209,82.17442135731824,0.00925031707420478,0.019870599231077278,100.56874076743071,79.1251598164291,0.012183167238754945,0.02141375137353768,96.73962715298603,81.5923903339829,0.008047229584467484,0.021342262133607137
2025-12-15 01:44:48.992673,99.91599421247855,77.20213856975255,0.011512496327259612,0.02599254253341429,103.68418265460025,85.22820060104632,0.010973637094298567,0.015992838472086292,96.85796110651567,78.86266186196332,0.009563533110905652,0.01602802371580967
2025-12-15 01:54:48.992673,95.7347803621321,82.32540104750153,0.010757685206916789,0.02039703951920802,97.6872214183771,75.67328583949083,0.010278223479523185,0.022812568765249272,100.90715698975181,82.50604163557107,0.009409439054559897,0.01768041464947137
2025-12-15 02:04:48.992673,104.39698987431414,72.19520823502779,0.007530373826177043,0.020203739507508006,104.98277442249201,71.89037436584896,0.009808232794868059,0.018995203888179178,102.07639845132726,80.5905173250323,0.010716207225318432,0.02152735270715291
2025-12-15 02:14:48.992673,103.88895967714474,78.51338318651182,0.012884609582372489,0.021644385138926588,95.03151061446758,83.07220061446237,0.008330297694456996,0.022589277360832726,95.87946750367998,64.6348486458935,0.005761792119565334,0.024023346835043858
2025-12-15 02:24:48.992673,100.33015348780609,80.4973873650787,0.008998510512486168,0.022686815729943036,101.4729642127919,83.15619164033573,0.009856002815120423,0.017557490054041662,99.62618718293346,80.8944585585259,0.011781819629858917,0.01636132809637443
2025-12-15 02:34:48.992673,105.63620603484017,79.56949674089476,0.006689809313629632,0.01400759992133042,104.61319861393926,82.40120576255883,0.012519411705760812,0.02053114804252974,99.53000612885607,83.2107647614963,0.008646019304775671,0.019627001537453295
2025-12-15 02:44:48.992673,102.33754671126023,83.95403060845041,0.007909912580827395,0.01495302055462692,103.30018745895167,82.0386418480902,0.00976194298679975,0.021056008861812896,88.92359942198264,82.22964174169226,0.012439926589554109,0.020587796193331908
2025-12-15 02:54:48.992673,95.70353768558381,81.72322613118027,0.007957909678643356,0.02063087387325844,109.58222438367704,78.39729810831226,0.00822039202130318,0.0195379000502724,98.9020300537062,79.4870702689571,0.009043670150967692,0.022593735353857624
2025-12-15 03:04:48.992673,101.8437539204125,83.34163009053998,0.010104346637315067,0.01785537031430747,96.18280341344669,83.93741352192762,0.009015505822469228,0.02121363557925847,99.21341083575767,88.21080845965203,0.009902312828531979,0.018969196716798864
2025-12-15 03:14:48.992673,95.205586995855,76.5581385888462,0.009452298988907527,0.023936075786659742,93.10425374325706,79.7722093662273,0.01040170059455186,0.019200808774422474,99.1985352858849,81.55686564560831,0.013827572080136848,0.015308555926034226
2025-12-15 03:24:48.992673,104.39225150653637,84.48907704205274,0.009326336064718815,0.01905447683034433,95.0283244575244,77.56443219592411,0.009252972005638306,0.018052820740876163,107.07957137288633,82.18836650096553,0.009445323582412663,0.021863592678358707
2025-12-15 03:34:48.992673,99.75037044506874,88.14468473811996,0.011239403930964958,0.014196407792860646,103.30221283274219,78.440543438723,0.010970606566126282,0.024816450148381894,93.92100850745562,85.22245947025284,0.012477699769346918,0.023374387895513715
2025-12-15 03:44:48.992673,99.0756881822737,75.14925240174294,0.010679750722385408,0.01619595824946801,102.4896146713469,90.10319849387916,0.011045687521498062,0.023146858599084327,95.87688714397694,81.812964998483,0.010078090171129121,0.01975222561476452
2025-12-15 03:54:48.992673,96.5953522779803,75.5615217214272,0.010632095741288573,0.011750971941108274,100.51128329823707,71.32511958977284,0.011777966360809296,0.01771740576485547,86.93902100840333,75.50991123292899,0.010830837660586979,0.021215720273919294
2025-12-15 04:04:48.992673,106.11270669337016,86.67892168160117,0.010819656914657385,0.01929762338815126,94.38521475446436,82.498940521479,0.012847118944530066,0.02170533291678384,97.59541666912929,67.80831293110188,0.01013991717882275,0.01857652631171879
2025-12-15 04:14:48.992673,99.227352589656,79.0432800665247,0.011232269336004477,0.019434847618206852,103.83433646664531,71.60444786188141,0.011991717448744721,0.017771963435896543,98.02178222936999,77.6143954899096,0.011695703252600248,0.017462681615822317
2025-12-15 04:24:48.992673,97.85836088918447,87.01910696033278,0.005784093316445114,0.018726611870654306,93.8764761117473,79.45883330838514,0.00813152187170408,0.016445946069013027,97.45011411832871,83.80472762940558,0.008628936774293897,0.023079277041641658
2025-12-15 04:34:48.992673,98.23933224755885,77.78732144053907,0.009271123495471078,0.023236637117089218,105.7947479118845,77.83186257422906,0.008192931106847455,0.02310142832419693,105.5383866974188,78.23451834291097,0.008031902953961629,0.021162487543443385
2025-12-15 04:44:48.992673,102.66154592776674,87.27522788135356,0.005639579871021052,0.02359555950955008,114.28719211569933,69.57485851660061,0.009848457047080351,0.014887701123057782,104.30308761168482,84.00589186140864,0.008722847619245957,0.021471105798205648
2025-12-15 04:54:48.992673,101.82722032182039,80.65742908402726,0.010072119853595591,0.019488834729931667,101.83225573285775,81.94518795216881,0.009097649285521172,0.022780567740729625,100.38928362133652,80.74364087960136,0.010199420752648182,0.02450634544398384
2025-12-15 05:04:48.992673,102.06366305797994,81.29114411661348,0.00999073405555131,0.013595918997569432,102.91554067828872,78.09980968903902,0.007723346546078115,0.019241833062280826,98.14693473230069,86.44033035131092,0.00955836242889934,0.01683547299704428
2025-12-15 05:14:48.992673,102.15410501503942,87.82359010834952,0.01209106454957936,0.021851844741476775,97.5357011555222,69.50396828719379,0.009116616411654012,0.019365360190758414,105.13094834053432,78.52391646439669,0.011420549752942353,0.018343921195521733
2025-12-15 05:24:48.992673,110.70823800435231,78.19114761277915,0.012375268785442243,0.021666080685525727,90.94893339456591,84.19784045387127,0.009050974132761923,0.02122925365886987,99.90121070082074,82.33807413283844,0.01260946339964304,0.020473800046504086
2025-12-15 05:34:48.992673,97.96792491807692,75.2943895203752,0.010405550096504734,0.020928174710470836,96.98640318484888,87.17503088994468,0.008656304520477588,0.021743596435982757,95.9086498054077,82.5294253226768,0.008048323325529983,0.018307060286716276
2025-12-15 05:44:48.992673,97.43878635464232,77.75717895985822,0.0089992778452062,0.022944439247924348,94.53552379450625,87.45062171148285,0.00936842102768999,0.017520970469513276,91.41875661257724,87.50800936315596,0.008532102416772136,0.022349409605817352
2025-12-15 05:54:48.992673,95.93113635876061,82.2616697532157,0.010970322225091476,0.01650551571061688,92.76497711792493,81.79478220325736,0.012356901700636663,0.02215317682625019,97.79342753052158,71.46681346832861,0.007127521163374293,0.01943780233728805
2025-12-15 06:04:48.992673,103.07989711287748,72.17120463909743,0.008944164725351374,0.026026266158555418,108.61179970997824,80.23029069288557,0.010398476082498479,0.02034011161407567,103.77321808586305,77.7079586272342,0.014060745981518208,0.017022401577508433
2025-12-15 06:14:48.992673,105.64486146360446,83.18735451325561,0.009997214697113302,0.017121716740574396,101.36431259012886,86.64078310447898,0.014943618152110939,0.016231835621395886,111.38269344771545,84.24258052694252,0.010609338998243654,0.020197315025562986
